SeriesName,"Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","Public spending on education, total (% of GDP)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary (% gross)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, female (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, primary, male (% net)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary (% gross)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, female (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","School enrollment, secondary, male (% net)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, male (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)","Primary completion rate, total (% of relevant age group)"
SeriesCode,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.FE.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.MA.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.ADT.LITR.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.XPD.TOTL.GD.ZS,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.ENRR,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.FE,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.PRM.NENR.MA,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.ENRR,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.SEC.NENR.MA,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS,SE.PRM.CMPT.ZS
CountryName,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa,China,Canada,Mexico,Mozambique,India,United States,Vietnam,Liberia,South Africa
CountryCode,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF,CHN,CAN,MEX,MOZ,IND,USA,VNM,LBR,ZAF
2005,NULL,NULL,90.2104110717773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.1904067993164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.6302719116211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.76588010787964,4.84568977355957,4.00578022003174,3.18875002861023,NULL,NULL,NULL,5.06319999694824,NULL,97.3645706176758,108.60083770752,100.371620178223,NULL,101.8740234375,97.7213516235352,NULL,105.948272705078,NULL,NULL,NULL,71.27924,NULL,95.41847,NULL,NULL,88.85118,NULL,NULL,NULL,79.46531,NULL,94.16765,NULL,NULL,88.44383,NULL,101.391189575195,82.3040771484375,13.4446897506714,53.9690589904785,95.0524826049805,NULL,NULL,87.3967132568359,NULL,NULL,67.17648,6.19617,NULL,90.70646,NULL,NULL,69.10643,NULL,NULL,66.17629,7.96448,NULL,88.05048,NULL,NULL,63.2598,NULL,NULL,99.6275405883789,49.5656089782715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.573638916016,41.8289184570313,NULL,NULL,93.7576904296875,NULL,NULL
2006,NULL,NULL,89.8345108032227,NULL,50.8237609863281,NULL,NULL,NULL,NULL,NULL,NULL,93.9011993408203,NULL,75.1919021606445,NULL,NULL,NULL,NULL,NULL,NULL,91.7345199584961,NULL,62.7544708251953,NULL,NULL,NULL,NULL,NULL,NULL,4.69992017745972,3.87146997451782,3.14284992218018,NULL,NULL,NULL,5.07256984710693,100.993278503418,98.8806304931641,108.174766540527,102.430732727051,NULL,NULL,98.1253128051758,95.1388320922852,106.250091552734,NULL,NULL,NULL,75.39822,NULL,NULL,NULL,36.13472,NULL,NULL,NULL,NULL,83.07627,NULL,NULL,NULL,36.03864,NULL,71.3284530639648,101.728248596191,84.0856018066406,15.7259302139282,54.8829383850098,NULL,NULL,NULL,90.6488265991211,NULL,NULL,68.68108,8.01473,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66.99611,9.92302,NULL,NULL,NULL,NULL,NULL,91.8222732543945,NULL,100.1787109375,48.7002983093262,NULL,NULL,NULL,72.2957077026367,NULL,91.6324234008789,NULL,100.888198852539,41.263801574707,NULL,NULL,97.4443435668945,66.6262588500977,NULL
2007,NULL,NULL,91.3555526733398,NULL,NULL,NULL,NULL,27.0349102020264,87.043098449707,NULL,NULL,94.4415130615234,NULL,NULL,NULL,NULL,60.7748107910156,90.7175903320313,NULL,NULL,92.7951736450195,NULL,NULL,NULL,NULL,42.9410781860352,88.7172470092773,NULL,4.7664098739624,4.69050979614258,NULL,NULL,NULL,NULL,NULL,4.97414016723633,100.707046508789,98.9664764404297,108.799713134766,108.182220458984,110.020118713379,NULL,99.7887420654297,NULL,108.024749755859,NULL,NULL,NULL,80.40001,90.92672,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88.07823,91.30154,NULL,NULL,NULL,NULL,76.7876586914063,101.90348815918,84.9070510864258,18.4080696105957,57.2758712768555,NULL,NULL,NULL,92.3353729248047,NULL,NULL,70.21508,9.48448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67.66535,11.69815,NULL,NULL,NULL,NULL,NULL,93.6427536010742,NULL,101.396469116211,52.4820899963379,NULL,NULL,NULL,NULL,NULL,93.3478927612305,NULL,101.960693359375,45.4418983459473,NULL,NULL,NULL,NULL,NULL
2008,NULL,NULL,91.45361328125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.5921630859375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92.9255981445313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.62612009048462,4.82006978988647,NULL,NULL,NULL,4.88674020767212,1.70166003704071,4.86600017547607,100.74243927002,98.013313293457,109.424423217773,112.051933288574,110.697380065918,NULL,101.658752441406,95.8092422485352,107.526397705078,NULL,NULL,NULL,83.94941,91.95885,NULL,NULL,42.36552,NULL,NULL,NULL,NULL,91.26105,89.90597,NULL,NULL,45.17725,NULL,81.7128372192383,102.344436645508,86.4275283813477,20.5702209472656,60.3564910888672,NULL,NULL,NULL,90.8973999023438,NULL,NULL,71.19059,11.10996,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68.04242,13.34227,NULL,NULL,NULL,NULL,NULL,99.7163467407227,NULL,100.884307861328,65.742057800293,94.074592590332,NULL,NULL,67.9871063232422,NULL,99.2769393920898,NULL,101.29035949707,58.1326293945313,94.7575836181641,NULL,NULL,62.9172210693359,NULL
2009,NULL,NULL,92.1162490844727,36.452278137207,NULL,NULL,91.3790893554688,NULL,91.7681579589844,NULL,NULL,94.9165725708008,67.3546981811523,NULL,NULL,95.7853317260742,NULL,94.1214599609375,NULL,NULL,93.4418792724609,50.5838088989258,NULL,NULL,93.5204467773438,NULL,92.8948593139648,NULL,4.84057998657227,5.18794012069702,NULL,3.27824997901917,NULL,4.81650018692017,NULL,5.24869012832642,100.006103515625,99.0087966918945,110.545280456543,111.904968261719,109.451072692871,NULL,102.321250915527,102.363586425781,106.341697692871,NULL,NULL,NULL,85.455,92.31843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91.73927,89.17164,NULL,NULL,NULL,NULL,85.4514083862305,102.734443664551,85.9380111694336,23.2437705993652,59.6136512756348,NULL,NULL,NULL,92.5119018554688,NULL,NULL,71.4186,13.5091,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67.98211,15.66697,NULL,NULL,NULL,NULL,NULL,98.8539276123047,NULL,99.7133178710938,61.6543006896973,94.6190185546875,NULL,NULL,67.8507385253906,NULL,98.2946319580078,NULL,99.8245162963867,55.2690582275391,95.7462921142578,NULL,NULL,62.0882301330566,NULL
2010,92.7112274169922,NULL,91.8534164428711,NULL,NULL,NULL,NULL,NULL,91.7139892578125,97.4794616699219,NULL,94.3839416503906,NULL,NULL,NULL,NULL,NULL,94.1438522338867,95.1244812011719,NULL,93.0689392089844,NULL,NULL,NULL,NULL,NULL,92.8773193359375,3.75464010238647,5.356369972229,5.15922021865845,5.95292997360229,3.377690076828,NULL,5.13721990585327,NULL,5.72173976898193,98.9642181396484,98.6416015625,110.633491516113,112.532577514648,109.101371765137,NULL,105.709167480469,NULL,104.729377746582,NULL,NULL,NULL,86.69391,92.35823,93.51886,NULL,NULL,NULL,NULL,NULL,NULL,92.99847,89.70653,93.23588,NULL,NULL,NULL,88.1734008789063,102.398483276367,87.0699234008789,25.2264099121094,63.1161994934082,NULL,NULL,NULL,93.7371978759766,NULL,NULL,71.64942,14.97363,NULL,89.18024,NULL,NULL,NULL,NULL,NULL,68.55751,16.98501,NULL,87.62882,NULL,NULL,NULL,NULL,NULL,100.020286560059,64.4810562133789,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100.239387512207,58.9948501586914,NULL,NULL,NULL,NULL,NULL
2011,NULL,NULL,92.3382797241211,NULL,59.2773208618164,NULL,NULL,NULL,92.0478897094727,NULL,NULL,94.7827682495117,NULL,78.8772277832031,NULL,NULL,NULL,94.2450866699219,NULL,NULL,93.5199813842773,NULL,69.3025588989258,NULL,NULL,NULL,93.1021423339844,3.52196002006531,5.26205015182495,5.10564994812012,6.26040983200073,3.79618000984192,NULL,4.81372022628784,NULL,5.88102006912231,99.0470199584961,98.1893692016602,110.540756225586,108.219741821289,108.323356628418,NULL,107.193717956543,105.121139526367,103.418388366699,NULL,NULL,NULL,84.73091,92.04912,93.06796,NULL,NULL,NULL,NULL,NULL,NULL,90.26196,88.87882,91.84373,NULL,NULL,NULL,NULL,103.348960876465,88.1901779174805,25.9967308044434,66.2507019042969,NULL,NULL,46.3552589416504,96.1824569702148,NULL,NULL,72.06915,16.36,NULL,90.47964,NULL,NULL,NULL,NULL,NULL,69.27626,17.78469,NULL,89.06161,NULL,NULL,NULL,NULL,NULL,100.155639648438,59.8793182373047,92.0190505981445,NULL,NULL,72.5112228393555,NULL,NULL,NULL,100.197532653809,54.8782501220703,92.7633590698242,NULL,103.22785949707,66.8497772216797,NULL
2012,NULL,NULL,93.1792373657227,NULL,NULL,NULL,NULL,NULL,92.5862503051758,NULL,NULL,95.3916320800781,NULL,NULL,NULL,NULL,NULL,94.9637222290039,NULL,NULL,94.228401184082,NULL,NULL,NULL,NULL,NULL,93.7294692993164,4.07742977142334,NULL,5.10309982299805,5.67216014862061,3.8675000667572,NULL,5.53328990936279,1.77711999416351,6.07742023468018,99.7910995483398,99.5182800292969,110.413452148438,106.901786804199,109.761299133301,NULL,107.754402160645,NULL,103.229202270508,NULL,NULL,NULL,85.02275,92.43548,92.63905,NULL,NULL,NULL,NULL,NULL,NULL,90.46839,90.80182,92.94052,NULL,NULL,NULL,NULL,109.987487792969,90.6671981811523,25.5067901611328,69.0128326416016,NULL,NULL,NULL,98.8268585205078,NULL,91.93075,72.97666,16.93053,NULL,90.32571,NULL,NULL,NULL,NULL,92.3454,70.70398,17.9889,NULL,88.32107,NULL,NULL,NULL,NULL,NULL,105.429573059082,56.3985214233398,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106.011009216309,52.044059753418,NULL,NULL,102.639686584473,NULL,NULL
2013,NULL,NULL,92.903938293457,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.1121063232422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93.9628524780273,NULL,NULL,NULL,NULL,NULL,NULL,3.85250997543335,NULL,4.69605016708374,6.1153302192688,3.84467005729675,NULL,5.65199995040894,1.73466002941132,5.86465978622437,99.5645980834961,100.340713500977,109.441482543945,107.855392456055,110.583312988281,99.455436706543,108.41089630127,NULL,102.670402526855,NULL,NULL,NULL,86.15052,93.02689,92.74006,NULL,NULL,NULL,NULL,NULL,NULL,91.63922,91.57047,92.87408,NULL,NULL,NULL,NULL,109.485992431641,93.3275527954102,34.0909004211426,68.7591171264648,96.1864929199219,NULL,NULL,NULL,NULL,91.36203,76.69695,19.352,62.40373,90.09343,NULL,NULL,NULL,NULL,91.55575,74.46837,20.45359,60.94448,88.8673,NULL,NULL,NULL,NULL,NULL,108.938812255859,53.4348106384277,93.426872253418,NULL,99.6100692749023,NULL,NULL,NULL,NULL,109.42504119873,49.5456314086914,96.2008895874023,NULL,100.016586303711,NULL,NULL
2014,NULL,NULL,93.5913391113281,NULL,NULL,NULL,NULL,NULL,93.0730590820313,NULL,NULL,95.6204681396484,NULL,NULL,NULL,NULL,NULL,95.2868499755859,NULL,NULL,94.5558776855469,NULL,NULL,NULL,NULL,NULL,94.1399002075195,3.72663998603821,NULL,5.25747013092041,6.87632989883423,NULL,NULL,NULL,2.27909994125366,5.99946022033691,95.7964324951172,101.536659240723,108.005752563477,107.598022460938,107.864410400391,99.6733779907227,110.329627990723,97.422492980957,102.704963684082,NULL,NULL,NULL,87.33514,NULL,93.57871,NULL,37.33524,NULL,NULL,NULL,NULL,92.49993,NULL,92.897,NULL,39.40625,NULL,NULL,109.333099365234,97.3433837890625,33.3790016174316,74.1415328979492,96.9245376586914,NULL,38.57373046875,107.804122924805,NULL,90.68651,78.65028,19.86617,NULL,91.08553,NULL,15.34193,NULL,NULL,91.20447,76.69764,20.58412,NULL,88.70675,NULL,18.54192,NULL,NULL,NULL,110.251930236816,52.1871795654297,95.0636901855469,NULL,104.737457275391,64.9160537719727,NULL,NULL,NULL,110.508842468262,48.8089981079102,97.5711212158203,NULL,107.182876586914,60.0097312927246,NULL
2015,NULL,NULL,93.4854965209961,43.0624618530273,NULL,NULL,NULL,NULL,93.4080276489258,NULL,NULL,95.5493316650391,70.7583923339844,NULL,NULL,NULL,NULL,95.3965301513672,NULL,NULL,94.472282409668,56.0390014648438,NULL,NULL,NULL,NULL,94.367919921875,3.82487010955811,NULL,5.22942018508911,6.01082992553711,3.28572988510132,NULL,4.46576023101807,2.1708300113678,5.95619010925293,96.318603515625,102.485076904297,106.606109619141,108.62914276123,108.485229492188,100.299911499023,109.886993408203,95.3327102661133,105.570388793945,NULL,NULL,NULL,88.76509,NULL,94.31605,NULL,NULL,NULL,NULL,NULL,NULL,94.27246,NULL,93.49589,NULL,NULL,NULL,NULL,110.35652923584,100.832740783691,33.5693893432617,73.8656311035156,97.6525497436523,NULL,37.9034996032715,109.444076538086,NULL,92.51468,81.00084,19.3244,NULL,92.66306,NULL,14.61057,89.8737,NULL,92.31806,79.07405,19.23149,NULL,89.93936,NULL,16.74498,91.20397,NULL,NULL,104.805809020996,52.1852989196777,95.2926712036133,NULL,104.804870605469,NULL,91.1008682250977,NULL,NULL,104.909820556641,48.9531784057617,97.7113189697266,NULL,105.164459228516,NULL,90.1104888916016
2016,NULL,NULL,93.9685211181641,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.8448181152344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94.859619140625,NULL,NULL,NULL,NULL,NULL,NULL,3.79362010955811,NULL,4.90681982040405,5.86503982543945,3.45097994804382,NULL,4.34481000900269,2.14812994003296,5.94285011291504,97.9619216918945,101.023872375488,106.277732849121,108.646560668945,114.53832244873,101.362861633301,111.204917907715,89.4702072143555,103.184959411621,NULL,NULL,NULL,88.72956,NULL,94.85693,NULL,NULL,NULL,NULL,NULL,NULL,92.80647,NULL,95.28074,NULL,NULL,NULL,NULL,112.514282226563,102.40406036377,NULL,75.091796875,98.7699279785156,NULL,NULL,107.176948547363,NULL,99.69423,82.32134,NULL,NULL,92.17723,NULL,NULL,NULL,NULL,98.97111,80.15272,NULL,NULL,92.18887,NULL,NULL,NULL,NULL,NULL,103.924026489258,NULL,94.1924896240234,NULL,105.112251281738,NULL,86.4542465209961,NULL,NULL,103.969390869141,NULL,96.2306976318359,NULL,105.963989257813,NULL,87.2553329467773
2017,NULL,NULL,94.1657562255859,50.2951393127441,NULL,NULL,NULL,34.0922584533691,86.4586334228516,NULL,NULL,95.8723678588867,72.5994491577148,NULL,NULL,NULL,62.6965599060059,87.6777496337891,NULL,NULL,94.9727783203125,60.6554298400879,NULL,NULL,NULL,48.3013610839844,87.0466690063477,3.66744995117188,NULL,4.51821994781494,5.50555992126465,NULL,NULL,4.08553981781006,2.76128005981445,6.11305999755859,99.4048080444336,100.94367980957,105.770011901855,107.813247680664,112.957862854004,101.821441650391,109.150833129883,85.1091918945313,100.864730834961,NULL,NULL,NULL,88.22894,NULL,94.57828,NULL,44.40058,86.70383,NULL,NULL,NULL,91.51815,NULL,94.6724,NULL,44.11589,87.31522,NULL,113.76286315918,104.385032653809,35.4067192077637,73.4768829345703,98.9523391723633,NULL,NULL,104.697982788086,NULL,100,82.50117,NULL,NULL,93.03496,NULL,NULL,78.52272,NULL,99.62981,79.84907,NULL,NULL,91.88962,NULL,NULL,65.42324,NULL,NULL,103.883277893066,50.2493896484375,92.6502914428711,100.429466247559,NULL,63.0615997314453,NULL,NULL,NULL,104.097839355469,47.1429100036621,94.3737487792969,98.8321990966797,NULL,60.595401763916,NULL
2018,95.1593322753906,NULL,94.6080474853516,NULL,65.7908096313477,NULL,NULL,NULL,NULL,98.4665374755859,NULL,96.2329025268555,NULL,82.3667068481445,NULL,NULL,NULL,NULL,96.8408889770508,NULL,95.3799133300781,NULL,74.3729934692383,NULL,NULL,NULL,NULL,3.54249000549316,NULL,4.25442981719971,5.45218992233276,NULL,NULL,4.16744995117188,2.58412003517151,6.15898990631104,100.222747802734,101.501091003418,105.02806854248,112.60498046875,NULL,101.256561279297,110.59481048584,NULL,98.5389022827148,NULL,NULL,NULL,92.4766,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.37994,NULL,NULL,NULL,NULL,NULL,NULL,114.123512268066,105.103363037109,NULL,74.379508972168,99.2755813598633,NULL,NULL,100.511169433594,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.897537231445,55.1837882995605,NULL,104.510192871094,108.637367248535,NULL,88.5940399169922,NULL,NULL,102.255889892578,51.9876403808594,NULL,100.092697143555,110.021209716797,NULL,90.3444976806641
2019,NULL,NULL,NULL,NULL,NULL,NULL,94.5656585693359,NULL,94.5331726074219,NULL,NULL,NULL,NULL,NULL,NULL,96.9906997680664,NULL,95.5453720092773,NULL,NULL,NULL,NULL,NULL,NULL,95.7538681030273,NULL,95.0229721069336,NULL,NULL,NULL,6.22999000549316,NULL,NULL,4.06197023391724,2.27039003372192,6.50505018234253,101.925720214844,100.989753723145,104.655822753906,116.381141662598,96.8286819458008,100.981300354004,115.435173034668,NULL,98.3744735717773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114.333267211914,104.647239685059,NULL,73.79296875,100.063430786133,NULL,NULL,102.556663513184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101.713859558105,58.1791191101074,90.2147674560547,97.7526397705078,NULL,NULL,90.7839508056641,NULL,NULL,102.465538024902,54.7286911010742,91.661491394043,100.489051818848,NULL,NULL,91.9994888305664
2020,NULL,NULL,94.4951324462891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96.0587463378906,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95.2478485107422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.30928993225098,6.83613014221191,103.173957824707,NULL,NULL,118.419631958008,99.9004592895508,NULL,117.157173156738,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75.4811935424805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61.3497886657715,93.1959686279297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58.1840209960938,94.5591278076172,NULL,NULL,NULL,NULL